filename,filesize,transcript
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0024.wav,59251,illustration ginger
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0025.wav,168529,the ginger plant known to naturalists as zingiber officinale is a native of the east and west indies
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0026.wav,118675,in jamaica it flowers about august or september fading about the end of the year
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0027.wav,194982,beat the yolks of the other two eggs add them with a little flour and salt to those pounded mix all well together and roll into balls
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0028.wav,105398,boil them before they are put into the soup or other dish they may be intended for
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0029.wav,58307,lemon juice may be added at pleasure
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0030.wav,190750,mode put the whole of the ingredients into a bottle and let it remain for a fortnight in a warm place occasionally shaking up the contents
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0031.wav,108413,they ought to be taken up in the autumn and when dried in the house will keep till spring
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0032.wav,123031,add the wine and if necessary a seasoning of cayenne when it will be ready to serve
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0033.wav,162738,note the wine in this sauce may be omitted and an onion sliced and fried of a nice brown substituted for it
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0034.wav,78254,simmer for a minute or two and serve in a tureen
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0035.wav,77526,sufficient to serve with five or six mackerel
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0036.wav,293138,various dishes are frequently ornamented and garnished with its graceful leaves and these are sometimes boiled in soups although it is more usually confined in english cookery to the mackerel sauce as here given
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0037.wav,66200,forcemeat for cold savoury pies
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0038.wav,122912,pound well and bind with one or two eggs which have been previously beaten and strained
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0039.wav,57834,illustration marjoram
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0040.wav,163856,it is a native of portugal and when its leaves are used as a seasoning herb they have an agreeable aromatic flavour
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0041.wav,238369,mode mix all the ingredients well together carefully mincing them very finely beat up the egg moisten with it and work the whole very smoothly together
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0042.wav,83225,sufficient for a moderate sized haddock or pike
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0043.wav,144382,now beat and strain the eggs work these up with the other ingredients and the forcemeat will be ready for use
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0044.wav,116641,boil for five minutes mince it very small and mix it with the other ingredients
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0045.wav,130673,if it should be in an unsound state it must be on no account made use of
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0046.wav,54886,illustration basil
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0047.wav,362870,other sweet herbs are cultivated for purposes of medicine and perfumery they are most grateful both to the organs of taste and smelling and to the aroma derived from them is due in a great measure the sweet and exhilarating fragrance of our flowery meads
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0048.wav,41756,french forcemeat
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0049.wav,302155,it will be well to state in the beginning of this recipe that french forcemeat or quenelles consist of the blending of three separate processes namely panada udder and whatever meat you intend using panada
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0050.wav,170160,place it over the fire keep constantly stirring to prevent its burning and when quite dry put in a small piece of butter
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0051.wav,177329,put the udder into a stewpan with sufficient water to cover it let it stew gently till quite done when take it out to cool
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0052.wav,63046,illustration pestle and mortar
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0053.wav,212890,when the three ingredients are properly prepared pound them altogether in a mortar for some time for the more quenelles are pounded the more delicate they are
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0054.wav,154038,if the quenelles are not firm enough add the yolk of another egg but omit the white which only makes them hollow and puffy inside
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0055.wav,193754,any one with the slightest pretensions to refined cookery must in this particular implicitly follow the example of our friends across the channel
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0056.wav,46894,fried bread crumbs
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0057.wav,169624,the fat they are fried in should be clear and the crumbs should not have the slightest appearance or taste of having been in the least degree burnt
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0058.wav,51289,fried bread for borders
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0059.wav,176942,when quite crisp dip one side of the sippet into the beaten white of an egg mixed with a little flour and place it on the edge of the dish
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0060.wav,146786,continue in this manner till the border is completed arranging the sippets a pale and a dark one alternately
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0061.wav,340282,mode cut up the onion and carrot into small rings and put them into a stewpan with the herbs mushrooms bay leaf cloves and mace add the butter and simmer the whole very gently over a slow fire until the onion is quite tender
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0062.wav,86357,sufficient half this quantity for two slices of salmon
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1919-142785-0063.wav,56018,illustration sage
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0000.wav,408437,every elevation of the type man has hitherto been the work of an aristocratic society and so it will always be a society believing in a long scale of gradations of rank and differences of worth among human beings and requiring slavery in some form or other
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0001.wav,252546,the distinctions of moral values have either originated in a ruling caste pleasantly conscious of being different from the ruled or among the ruled class the slaves and dependents of all sorts
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0002.wav,93985,we truthful ones the nobility in ancient greece called themselves
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0003.wav,377574,it is obvious that everywhere the designations of moral value were at first applied to men and were only derivatively and at a later period applied to actions it is a gross mistake therefore when historians of morals start with questions like why have sympathetic actions been praised
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0004.wav,144515,he honours whatever he recognizes in himself such morality equals self glorification
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0005.wav,192111,probably a pessimistic suspicion with regard to the entire situation of man will find expression perhaps a condemnation of man together with his situation
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0006.wav,280670,here is the seat of the origin of the famous antithesis good and evil power and dangerousness are assumed to reside in the evil a certain dreadfulness subtlety and strength which do not admit of being despised
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0007.wav,287175,according to slave morality therefore the evil man arouses fear according to master morality it is precisely the good man who arouses fear and seeks to arouse it while the bad man is regarded as the despicable being
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0008.wav,186030,everywhere that slave morality gains the ascendancy language shows a tendency to approximate the significations of the words good and stupid
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0009.wav,474276,or he will even say for many reasons i can delight in the good opinion of others perhaps because i love and honour them and rejoice in all their joys perhaps also because their good opinion endorses and strengthens my belief in my own good opinion perhaps because the good opinion of others even in cases where i do not share it is useful to me or gives promise of usefulness all this however is not vanity
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0010.wav,632378,in fact conformably to the slow rise of the democratic social order and its cause the blending of the blood of masters and slaves the originally noble and rare impulse of the masters to assign a value to themselves and to think well of themselves will now be more and more encouraged and extended but it has at all times an older ampler and more radically ingrained propensity opposed to it and in the phenomenon of vanity this older propensity overmasters the younger
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0011.wav,336111,the most varied experience teaches it what are the qualities to which it principally owes the fact that it still exists in spite of all gods and men and has hitherto been victorious these qualities it calls virtues and these virtues alone it develops to maturity
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0012.wav,313156,variations whether they be deviations into the higher finer and rarer or deteriorations and monstrosities appear suddenly on the scene in the greatest exuberance and splendour the individual dares to be individual and detach himself
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0013.wav,640616,at this turning point of history there manifest themselves side by side and often mixed and entangled together a magnificent manifold virgin forest like up growth and up striving a kind of tropical tempo in the rivalry of growth and an extraordinary decay and self destruction owing to the savagely opposing and seemingly exploding egoisms which strive with one another for sun and light and can no longer assign any limit restraint or forbearance for themselves by means of the hitherto existing morality
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0014.wav,568843,nothing but new whys nothing but new hows no common formulas any longer misunderstanding and disregard in league with each other decay deterioration and the loftiest desires frightfully entangled the genius of the race overflowing from all the cornucopias of good and bad a portentous simultaneousness of spring and autumn full of new charms and mysteries peculiar to the fresh still inexhausted still unwearied corruption
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0015.wav,341175,danger is again present the mother of morality great danger this time shifted into the individual into the neighbour and friend into the street into their own child into their own heart into all the most personal and secret recesses of their desires and volitions
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0016.wav,98896,what will the moral philosophers who appear at this time have to preach
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0017.wav,51001,this is the problem of race
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0018.wav,280613,in our very democratic or rather very plebeian age education and culture must be essentially the art of deceiving deceiving with regard to origin with regard to the inherited plebeianism in body and soul
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0019.wav,381001,the noble soul accepts the fact of his egoism without question and also without consciousness of harshness constraint or arbitrariness therein but rather as something that may have its basis in the primary law of things if he sought a designation for it he would say it is justice itself
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0020.wav,449348,on this account the people of one nation understand one another better than those belonging to different nations even when they use the same language or rather when people have lived long together under similar conditions of climate soil danger requirement toil there originates therefrom an entity that understands itself namely a nation
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0021.wav,245491,the greater the danger the greater is the need of agreeing quickly and readily about what is necessary not to misunderstand one another in danger that is what cannot at all be dispensed with in intercourse
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0022.wav,326331,also in all loves and friendships one has the experience that nothing of the kind continues when the discovery has been made that in using the same words one of the two parties has feelings thoughts intuitions wishes or fears different from those of the other
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0023.wav,292311,whichever groups of sensations within a soul awaken most readily begin to speak and give the word of command these decide as to the general order of rank of its values and determine ultimately its list of desirable things
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0024.wav,196540,a man's estimates of value betray something of the structure of his soul and wherein it sees its conditions of life its intrinsic needs
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0025.wav,350879,profound suffering makes noble it separates one of the most refined forms of disguise is epicurism along with a certain ostentatious boldness of taste which takes suffering lightly and puts itself on the defensive against all that is sorrowful and profound
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0026.wav,264254,the highest instinct for purity places him who is affected with it in the most extraordinary and dangerous isolation as a saint for it is just holiness the highest spiritualization of the instinct in question
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0027.wav,371794,occasionally too the waking call comes too late the chance which gives permission to take action when their best youth and strength for action have been used up in sitting still and how many a one just as he sprang up has found with horror that his limbs are benumbed and his spirits are now too heavy
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0028.wav,73978,and whoever thou art what is it that now pleases thee
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0029.wav,62492,only name it whatever i have i offer thee
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0030.wav,62593,but you misunderstand him when you complain about it
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0031.wav,133236,there must be a sort of repugnance in me to believe anything definite about myself is there perhaps some enigma therein
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0032.wav,240193,probably but fortunately nothing for my own teeth perhaps it betrays the species to which i belong but not to myself as is sufficiently agreeable to me but what has happened to you
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0033.wav,108921,i do not know he said hesitatingly perhaps the harpies have flown over my table
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0034.wav,288389,to suffocate with his memories to him who has the desires of a lofty and dainty soul and only seldom finds his table laid and his food prepared the danger will always be great nowadays however it is extraordinarily so
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/422-122949-0035.wav,97820,and to choose for company that roguish and cheerful vice politeness
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0000.wav,57363,shasta rambles and modoc memories
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0001.wav,329128,arctic beauty and desolation with their blessings and dangers all may be found here to test the endurance and skill of adventurous climbers but far better than climbing the mountain is going around its warm fertile base enjoying its bounties like a bee circling around a bank of flowers
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0002.wav,121800,perhaps the profession of doing good may be full but every body should be kind at least to himself
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0003.wav,62154,go quietly alone no harm will befall you
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0004.wav,47537,but it is far better to go afoot
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0005.wav,134727,one blanket will be enough to carry or you may forego the pleasure and burden altogether as wood for fires is everywhere abundant
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0006.wav,45666,only a little food will be required
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0007.wav,120846,thus one saunters on and on in the glorious radiance in utter peace and forgetfulness of time
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0008.wav,218099,yet strange to say there are days even here somewhat dull looking when the mountain seems uncommunicative sending out no appreciable invitation as if not at home
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0009.wav,137526,at such time its height seems much less as if crouching and weary it were taking rest
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0010.wav,265715,every crystal dances responsive to the touches of the sun and currents of sap in the growing cells of all the vegetation are ever in a vital whirl and rush and though many feet and wings are folded how many are astir
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0011.wav,177023,slight rainstorms are likely to be encountered in a trip round the mountain but one may easily find shelter beneath well thatched trees that shed the rain like a roof
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0012.wav,209599,then the shining of the wet leaves is delightful and the steamy fragrance and the burst of bird song from a multitude of thrushes and finches and warblers that have nests in the chaparral
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0013.wav,154938,a thousand thousand voices are heard but so finely blended they seem a part of the night itself and make a deeper silence
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0014.wav,125341,in setting out from strawberry valley by bearing off to the northwestward a few miles you may see
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0015.wav,214260,in approaching it its suspicious looking yellow spotted hood and watchful attitude will be likely to make you go cautiously through the bog where it stands as if you were approaching a dangerous snake
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0016.wav,148692,it is lined with emerald algae and mosses and shaded with alder willow and thorn bushes which give it a fine setting
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0017.wav,239228,it is three or four miles long and terminates at an elevation of about nine thousand five hundred feet above sea level in moraine sprinkled ice cliffs sixty feet high
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0018.wav,93814,the long gray slopes leading up to the glacier seem remarkably smooth and unbroken
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0019.wav,294496,most of the drainage of the glacier vanishes at once in the porous rocks to reappear in springs in the distant valley and it is only in time of flood that the channel carries much water then there are several fine falls in the gorge six hundred feet or more in height
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0020.wav,274564,tracing this wild changing channel gorge gully or canyon the sections will show mount shasta as a huge palimpsest containing the records layer upon layer of strangely contrasted events in its fiery icy history
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0021.wav,214334,regaining the low ground at the base of the mountain and holding on in your grand orbit you pass through a belt of juniper woods called the cedars to sheep rock at the foot of the shasta pass
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0022.wav,112895,here you strike the old emigrant road which leads over the low divide to the eastern slopes of the mountain
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0023.wav,98347,mount bremer is the most noted stronghold of the sheep in the whole shasta region
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0024.wav,240820,large flocks dwell here from year to year winter and summer descending occasionally into the adjacent sage plains and lava beds to feed but ever ready to take refuge in the jagged crags of their mountain at every alarm
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0025.wav,85006,while traveling with a company of hunters i saw about fifty in one flock
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0026.wav,48595,the mule deer are nearly as heavy
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0027.wav,76885,their long massive ears give them a very striking appearance
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0028.wav,111825,but neither the glorified woods on the one hand nor the lake on the other could at first hold the eye
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0029.wav,97862,then fell the gloaming making everything still more forbidding and mysterious
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0030.wav,45791,then darkness like death
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0031.wav,177895,two or three miles farther on is the main stronghold of the modocs held by them so long and defiantly against all the soldiers that could be brought to the attack
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0032.wav,189719,the ducks less wary kept their places merely swimming in and out through openings in the rushes rippling the glassy water and raising spangles in their wake
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0033.wav,373112,they are broad rugged crevassed cloudlike masses of down grinding ice pouring forth streams of muddy water as measures of the work they are doing in sculpturing the rocks beneath them very unlike the long majestic glaciers of alaska that riverlike go winding down the valleys through the forests to the sea
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0034.wav,278878,thus the shasta river issues from a large lake like spring in shasta valley and about two thirds of the volume of the mc cloud gushes forth in a grand spring on the east side of the mountain a few miles back from its immediate base
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0035.wav,311137,should the volume of the stream where you strike it seem small then you will know that you are above the spring if large nearly equal to its volume at its confluence with the pitt river then you are below it and in either case have only to follow the river up or down until you come to it
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0036.wav,206653,under certain conditions you may hear the roar of the water rushing from the rock at a distance of half a mile or even more or you may not hear it until within a few rods
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0037.wav,168350,the vivid green of the boulders beneath the water is very striking and colors the entire stream with the exception of the portions broken into foam
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0038.wav,267424,asplenium epilobium heuchera hazel dogwood and alder make a luxurious fringe and setting and the forests of douglas spruce along the banks are the finest i have ever seen in the sierra
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0039.wav,93672,tracing rivers to their fountains makes the most charming of travels
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0040.wav,182312,as the life blood of the landscapes the best of the wilderness comes to their banks and not one dull passage is found in all their eventful histories
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0041.wav,485774,tracing the mc cloud to its highest springs and over the divide to the fountains of fall river near fort crook thence down that river to its confluence with the pitt on from there to the volcanic region about lassen's butte through the big meadows among the sources of the feather river and down through forests of sugar pine to the fertile plains of chico this is a glorious saunter and imposes no hardship
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0042.wav,118967,the ascent of lassen's butte is an easy walk and the views from the summit are extremely telling
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0043.wav,175922,the lofty icy shasta towering high above all seems but an hour's walk from you though the distance in an air line is about sixty miles
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0044.wav,246996,the big meadows lie near the foot of lassen's butte a beautiful spacious basin set in the heart of the richly forested mountains scarcely surpassed in the grandeur of its surroundings by tahoe
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0045.wav,211284,the great wilds of our country once held to be boundless and inexhaustible are being rapidly invaded and overrun in every direction and everything destructible in them is being destroyed
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/3000-15664-0046.wav,90579,every landscape low and high seems doomed to be trampled and harried
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1993-147965-0000.wav,87149,grandfather came down wearing a white shirt and his sunday coat
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1993-147965-0001.wav,55344,morning prayers were longer than usual
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1993-147965-0002.wav,184620,he gave thanks for our food and comfort and prayed for the poor and destitute in great cities where the struggle for life was harder than it was here with us
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1993-147965-0003.wav,142491,because he talked so little his words had a peculiar force they were not worn dull from constant use
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1993-147965-0004.wav,60238,all afternoon he sat in the dining room
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1993-147965-0005.wav,162108,at about four o'clock a visitor appeared mister shimerda wearing his rabbit skin cap and collar and new mittens his wife had knitted
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1993-147965-0006.wav,171486,he sat still and passive his head resting against the back of the wooden rocking chair his hands relaxed upon the arms
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1993-147965-0007.wav,144134,his face had a look of weariness and pleasure like that of sick people when they feel relief from pain
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1993-147965-0008.wav,103351,he made the sign of the cross over me put on his cap and went off in the dark
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/1993-147964-0000.wav,174488,they sat about the house most of the day as if it were sunday greasing their boots mending their suspenders plaiting whiplashes
